model,cl_technique,experiment_name,time,best_epochs,current_num_samples_training,learning_rate,hyperparams,last,avg_incremental_f1,transfer,bwt,fw_transfer,metric
diptanu/fBERT,agem,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mem_size_proportion=0.025,0.7281292330367314,0.6329611080309125,0.6129932203301967,0.026806471970295842,-0.17253904128828387,f1_score
diptanu/fBERT,agem,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mem_size_proportion=0.025,0.684907558380983,0.6491460700021078,0.6210492364871443,-0.01623176769465362,-0.33387174977354694,HATE_f1_score
diptanu/fBERT,ewc,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,ewc_lambda=1500,0.6546830917503228,0.7628596133852553,0.7741179989055482,-0.03543700433212811,-0.015724513968398766,f1_score
diptanu/fBERT,ewc,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,ewc_lambda=1500,0.5294412341567295,0.6733121627708062,0.6697989431519538,-0.11767169207381238,-0.08323712083546123,HATE_f1_score
diptanu/fBERT,ewc,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,ewc_lambda=1500,0.684353802739993,0.6874596480492332,0.6377453586326789,-0.018864077895734816,-0.1470174946248116,f1_score
diptanu/fBERT,ewc,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,ewc_lambda=1500,0.6939223377733967,0.6228795943515661,0.5108831453492612,0.0041427910194090645,-0.40400576482110623,HATE_f1_score
diptanu/fBERT,ewc,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,ewc_lambda=1500,0.713186641119674,0.6234328874288688,0.5961422752479363,0.019949239262030516,-0.1744497523322217,f1_score
diptanu/fBERT,ewc,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,ewc_lambda=1500,0.6773084066726532,0.626634842082855,0.5650141993969462,-0.01051274707446992,-0.3373681668726327,HATE_f1_score
diptanu/fBERT,lwf,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,lwf_lambda=1_temperature=2,0.6190824100977185,0.7464133422503784,0.7712615371663031,-0.0006179915146073522,0.012964006759459213,f1_score
diptanu/fBERT,lwf,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,lwf_lambda=1_temperature=2,0.517590737994497,0.6505489092843825,0.6762871933527261,-0.0008533501896333728,-0.015384005639235143,HATE_f1_score
diptanu/fBERT,lwf,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,lwf_lambda=1_temperature=2,0.7312684071492145,0.7110712776235356,0.7080323210484197,0.043248863693914896,-0.12048335234763469,f1_score
diptanu/fBERT,lwf,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,lwf_lambda=1_temperature=2,0.6668984864872515,0.617070082333304,0.6012008624582993,0.08388816376418091,-0.3683328079443869,HATE_f1_score
diptanu/fBERT,lwf,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,lwf_lambda=1_temperature=2,0.6798195237645324,0.6019918435797303,0.5827332902820384,0.012775711640668042,-0.17036264730721976,f1_score
diptanu/fBERT,lwf,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,lwf_lambda=1_temperature=2,0.6092696252551478,0.6114948155927219,0.5892857720066212,-0.039319325370201386,-0.3341051492367282,HATE_f1_score
diptanu/fBERT,mas,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,mas_lambda=1000_mas_variation=global,0.6175820851004724,0.7466871006947723,0.7721141414014074,-0.0014894518924118527,0.004177629444836873,f1_score
diptanu/fBERT,mas,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,mas_lambda=1000_mas_variation=global,0.5101808566698346,0.6489932019538376,0.6757807766289122,-0.004222486945416604,-0.02975860706649951,HATE_f1_score
diptanu/fBERT,mas,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,mas_lambda=1000_mas_variation=global,0.5688269106228286,0.6225780184070302,0.6418135080310536,0.0013184536959562898,-0.09420947405089027,f1_score
diptanu/fBERT,mas,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,mas_lambda=1000_mas_variation=global,0.34146846690969607,0.4588123335031734,0.4946844370077,-0.0032425186932992047,-0.3123094229349981,HATE_f1_score
diptanu/fBERT,mas,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mas_lambda=1000_mas_variation=global,0.6127078617269542,0.5445880777335504,0.5318620229865098,0.01852938511093352,-0.09366968711380319,f1_score
diptanu/fBERT,mas,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mas_lambda=1000_mas_variation=global,0.5395512529810754,0.5616449752394991,0.5723546414308929,-0.0015128969081438237,-0.17143725597643672,HATE_f1_score
GroNLP/hateBERT,ewc,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,ewc_lambda=1500,0.6752623635013526,0.7104454339322199,0.6471753462414774,-0.06987730011842326,0.041347692834734495,f1_score
GroNLP/hateBERT,ewc,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,ewc_lambda=1500,0.7033774322869192,0.652403499021265,0.5345354620893464,-0.034892966876186336,-0.1848151445697116,HATE_f1_score
GroNLP/hateBERT,vanilla_ft,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,,0.6518208400977151,0.7468731624409353,0.7532536038064288,-0.03270169143341476,0.0913028340166549,f1_score
GroNLP/hateBERT,vanilla_ft,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,,0.4746479453284979,0.6299405292947328,0.6148469335489526,-0.16585544830901908,0.12990764556205928,HATE_f1_score
GroNLP/hateBERT,vanilla_ft,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,,0.6514007203965005,0.7109030877755528,0.6461361381697324,-0.09461028188779474,0.03652395497308301,f1_score
GroNLP/hateBERT,vanilla_ft,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,,0.6902772062454171,0.6592901387777201,0.5413681823162394,-0.05460907891149932,-0.19298202746370516,HATE_f1_score
GroNLP/hateBERT,vanilla_ft,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,,0.7238410952781432,0.6204908982210379,0.6395053838339011,0.02541057273286393,0.15011641333178768,f1_score
GroNLP/hateBERT,vanilla_ft,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,,0.7134820575231172,0.6496690207783713,0.5977782627116293,-0.017685569344327856,0.028729026968463578,HATE_f1_score
GroNLP/hateBERT,agem,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,mem_size_proportion=0.025,0.7074846284131135,0.7602531029101184,0.7698840450582412,-0.0039480232931579096,0.12483079061404449,f1_score
GroNLP/hateBERT,agem,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,mem_size_proportion=0.025,0.6242318210090184,0.6671699189837,0.6687485236509053,-0.03436741194309902,0.1702615152281654,HATE_f1_score
GroNLP/hateBERT,agem,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,mem_size_proportion=0.025,0.7061425893953044,0.7579482025622459,0.753928020864747,-0.02840528404401484,0.15307349584095337,f1_score
GroNLP/hateBERT,agem,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,mem_size_proportion=0.025,0.7223249070419206,0.7231940907596184,0.7001793616850298,-0.007892087390363511,0.011206404075987886,HATE_f1_score
GroNLP/hateBERT,agem,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mem_size_proportion=0.025,0.7395460619035741,0.5816964147508531,0.5869436188538033,0.09308614421614264,0.06904080671531496,f1_score
GroNLP/hateBERT,agem,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mem_size_proportion=0.025,0.7170290486896823,0.6618405351699409,0.6405455428877385,0.0066208359874589395,0.003751722729824908,HATE_f1_score
GroNLP/hateBERT,ewc,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,ewc_lambda=1500,0.7259515649973327,0.6080469639372957,0.6151691535961761,0.029218193441102713,0.11898066145635475,f1_score
GroNLP/hateBERT,ewc,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,ewc_lambda=1500,0.7204675426959883,0.6316345625678167,0.5390070327481973,-0.014738787328945513,-0.012483674679868773,HATE_f1_score
GroNLP/hateBERT,lwf,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,lwf_lambda=1_temperature=2,0.628222914770028,0.7542094607934783,0.7668483380369971,-0.062141380365506885,0.12374059230300358,f1_score
GroNLP/hateBERT,lwf,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,lwf_lambda=1_temperature=2,0.4156039215201401,0.6136327483205443,0.6261433229177189,-0.13012839918432492,0.1234282178000405,HATE_f1_score
GroNLP/hateBERT,lwf,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,lwf_lambda=1_temperature=2,0.7539280812314407,0.7304528620671181,0.7113125814130877,0.016185780456754156,0.1285801775674645,f1_score
GroNLP/hateBERT,lwf,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,lwf_lambda=1_temperature=2,0.6896419757979685,0.6347891569561196,0.6021250920075448,0.056392952456890744,-0.03381899685600485,HATE_f1_score
GroNLP/hateBERT,lwf,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,lwf_lambda=1_temperature=2,0.6644910078101615,0.5644663330722758,0.569518983808811,0.057306591009382984,0.16240988510850193,f1_score
GroNLP/hateBERT,lwf,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,lwf_lambda=1_temperature=2,0.5957947792331684,0.6078253301672252,0.6072843806654138,-0.01143038783287409,0.05881624715263667,HATE_f1_score
GroNLP/hateBERT,mas,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,mas_lambda=1000_mas_variation=global,0.6083062876913168,0.7072470223247237,0.7269808480209534,-5.432123045181481e-05,0.152073855766142,f1_score
GroNLP/hateBERT,mas,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,mas_lambda=1000_mas_variation=global,0.3833455364884353,0.5278205138615019,0.5565955129504643,-0.00011999638565103332,0.15009458521022578,HATE_f1_score
GroNLP/hateBERT,mas,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mas_lambda=1000_mas_variation=global,0.6066073430691502,0.5025431458530139,0.4968839341275982,0.04729676946844652,0.25547909906622546,f1_score
GroNLP/hateBERT,mas,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mas_lambda=1000_mas_variation=global,0.5505813869507659,0.5561250532204124,0.5720466790590302,0.026034823838718746,0.2519424358934729,HATE_f1_score
GroNLP/hateBERT,ewc,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,ewc_lambda=1500,0.6384951659570545,0.7370226307557348,0.7426580122997266,-0.0432021285813869,0.09817745305562094,f1_score
GroNLP/hateBERT,ewc,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,ewc_lambda=1500,0.44831507732668974,0.6145816622883394,0.5960320512661578,-0.19696289340282105,0.12976111941094798,HATE_f1_score
GroNLP/hateBERT,mas,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,mas_lambda=1000_mas_variation=global,0.5958743854328681,0.6446485202391685,0.6586801110289341,0.0021057021217673424,0.14381937578989867,f1_score
GroNLP/hateBERT,mas,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,mas_lambda=1000_mas_variation=global,0.3655999315780182,0.468785215130072,0.4936106124097866,-0.0011582671183405894,-0.011539260729018822,HATE_f1_score
FacebookAI/roberta-base,agem,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,mem_size_proportion=0.025,0.6702904474160527,0.7783197989579144,0.800768455483651,0.0008427862173642442,0.39826131894700584,f1_score
FacebookAI/roberta-base,agem,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,mem_size_proportion=0.025,0.5690339621849538,0.6878624934696776,0.7133567078958085,0.0017285081691861492,0.0628471843706903,HATE_f1_score
FacebookAI/roberta-base,agem,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,mem_size_proportion=0.025,0.7693160209785899,0.8221056904153945,0.8270100255163487,-0.016122500800808126,0.3154563707201436,f1_score
FacebookAI/roberta-base,agem,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,mem_size_proportion=0.025,0.688203652218191,0.7731476408541287,0.7899604959605501,-0.011700727768664229,-0.22447570305851938,HATE_f1_score
FacebookAI/roberta-base,agem,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mem_size_proportion=0.025,0.746620586389688,0.6163723222719076,0.5771637852065052,0.03583681003235967,0.26364415167256117,f1_score
FacebookAI/roberta-base,agem,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mem_size_proportion=0.025,0.7271420882238658,0.6720677375563507,0.6384534563511007,-0.010061185095182112,-0.3129059988513694,HATE_f1_score
FacebookAI/roberta-base,ewc,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,ewc_lambda=1500,0.4798545695286151,0.7146251178355995,0.7027564454315608,-0.21136372345302706,0.34390734111006627,f1_score
FacebookAI/roberta-base,ewc,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,ewc_lambda=1500,0.12228586268654967,0.5492611273007385,0.5071565340005615,-0.472161590974275,-0.02987404388374677,HATE_f1_score
FacebookAI/roberta-base,ewc,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,ewc_lambda=1500,0.6756591505550305,0.739211467589364,0.6473309730473268,-0.11654391763104029,0.1722705781958002,f1_score
FacebookAI/roberta-base,ewc,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,ewc_lambda=1500,0.7084249844908442,0.6796915295292025,0.5185850167961935,-0.08954933930722837,-0.47039492217941853,HATE_f1_score
FacebookAI/roberta-base,ewc,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,ewc_lambda=1500,0.7137015966964348,0.6379153316493512,0.6328778867065664,-0.03163080979539254,0.2791712656600147,f1_score
FacebookAI/roberta-base,ewc,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,ewc_lambda=1500,0.6846627002104034,0.6675495910886754,0.6177941685240955,-0.0977132720528947,-0.2808384921574597,HATE_f1_score
FacebookAI/roberta-base,lwf,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,lwf_lambda=1_temperature=2,0.6523771477209745,0.7888679179065342,0.7949830386696641,-0.07855176340879055,0.34456744088356606,f1_score
FacebookAI/roberta-base,lwf,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,lwf_lambda=1_temperature=2,0.4753253343689299,0.6779103710252747,0.675588602819761,-0.16026752961807317,-0.044317234582484336,HATE_f1_score
FacebookAI/roberta-base,lwf,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,lwf_lambda=1_temperature=2,0.6503878919615553,0.7140273516120459,0.7176947131782456,-0.013401020106908875,0.25473959669174245,f1_score
FacebookAI/roberta-base,lwf,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,lwf_lambda=1_temperature=2,0.45051797512784236,0.5662636035216015,0.5783423162591524,-0.018680652978250046,-0.3405596212908792,HATE_f1_score
FacebookAI/roberta-base,lwf,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,lwf_lambda=1_temperature=2,0.5778216607240085,0.5353473145669504,0.5333091141002517,0.019198972611830456,0.3281560459220393,f1_score
FacebookAI/roberta-base,lwf,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,lwf_lambda=1_temperature=2,0.4918416324634125,0.5813804093666198,0.6279561234788398,0.0018063256606163924,-0.19254371848514107,HATE_f1_score
FacebookAI/roberta-base,mas,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,mas_lambda=1000_mas_variation=global,0.6807635387013414,0.7847208496580649,0.801691019104075,-0.014084478008111434,0.3695242916655087,f1_score
FacebookAI/roberta-base,mas,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,8,4293,1e-05,mas_lambda=1000_mas_variation=global,0.553953590442111,0.6868695784558461,0.7045814049472042,-0.035631732931755,0.009470006169155382,HATE_f1_score
FacebookAI/roberta-base,mas,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,mas_lambda=1000_mas_variation=global,0.6506936039016747,0.7168287778475873,0.7374569557031054,-0.0014168801264525428,0.27008375745127083,f1_score
FacebookAI/roberta-base,mas,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,8,4799,1e-05,mas_lambda=1000_mas_variation=global,0.45051259345840206,0.5701308840855632,0.6079073485549302,-0.0020962990730200395,-0.3150770308123249,HATE_f1_score
FacebookAI/roberta-base,mas,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mas_lambda=1000_mas_variation=global,0.6318251486202243,0.5297135034064828,0.5059398157853604,0.027144442942904523,0.40118784041165734,f1_score
FacebookAI/roberta-base,mas,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,8,4500,1e-05,mas_lambda=1000_mas_variation=global,0.6135285919984609,0.5706846134466846,0.5840599121883201,0.06867197266910668,-0.06387631975867272,HATE_f1_score
